carID,price,brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize
18908,9995,merc, M Class,2010,Automatic,106800,Diesel,555,31,3
18092,15990,skoda, Scala,2020,Manual,1234,Petrol,150,49.6,1
15497,12999,vw, CC,2015,Semi-Auto,32878,Diesel,125,56.5,2
18137,69146,bmw, X7,2019,Automatic,2567,Petrol,145,24.8,3
15563,10850,ford, Grand C-MAX,2017,Manual,26967,Petrol,30,54.3,1
19276,34000,hyundi, Santa Fe,2019,Semi-Auto,5931,Diesel,145,39.2,2.2
12246,7327,hyundi, IX20,2016,Manual,20347,Petrol,125,50.4,1.4
12660,4490,merc, SLK,2001,Automatic,42087,Petrol,325,30,2.3
18151,7498,hyundi, I40,2014,Manual,46152,Diesel,30,62.8,1.7
17399,15499,hyundi, I800,2017,Automatic,18000,Diesel,330,33.6,2.5
13303,19500,vauxhall, Combo Life,2020,Manual,3218,Diesel,145,50.4,1.5
18735,18495,hyundi, Santa Fe,2017,Semi-Auto,50595,Diesel,235,42.8,2.2
12509,25975,audi, RS4,2014,Manual,60000,Petrol,555,26.4,4.2
12032,16790,hyundi, I800,2018,Automatic,21600,Diesel,150,33.6,2.5
18694,10795,vauxhall, Zafira Tourer,2017,Manual,15843,Petrol,200,41.5,1.4
15218,29490,hyundi, Santa Fe,2019,Automatic,13100,Diesel,145,39.8,2.2
13710,20991,skoda, Kamiq,2019,Semi-Auto,452,Diesel,145,52.3,1.6
12471,43950,merc, V Class,2020,Semi-Auto,2859,Diesel,145,36.2,2
17868,21750,skoda, Kamiq,2019,Semi-Auto,50,Petrol,145,43.5,1.5
14897,54990,merc, V Class,2017,Automatic,34564,Diesel,145,44.8,2.1
17587,22995,vw, Caravelle,2011,Automatic,53000,Diesel,325,34.4,2
14114,6995,ford, Galaxy,2010,Manual,92000,Diesel,200,49.6,2
16495,29865,merc, GL Class,2015,Automatic,45712,Diesel,330,36.2,3
15120,20412,merc, CLS Class,2015,Semi-Auto,40270,Diesel,160,51.4,3
19102,16500,hyundi, I40,2019,Manual,10,Diesel,145,52.3,1.6
17390,4399,skoda, Yeti,2010,Manual,101145,Petrol,160,44.1,1.2
14632,17499,merc, CLS Class,2015,Automatic,51974,Diesel,125,57.7,2.1
16836,9891,skoda, Rapid,2017,Manual,33402,Petrol,150,61.4,1
12481,15995,skoda, Scala,2019,Semi-Auto,5449,Petrol,150,45.6,1.5
18272,18990,vw, Caddy Maxi Life,2019,Semi-Auto,13309,Diesel,150,58.9,2
16476,21000,skoda, Kamiq,2020,Manual,11,Petrol,150,46.3,1.5
17371,32450,hyundi, Santa Fe,2019,Automatic,1791,Diesel,145,39.2,2.2
16098,55995,bmw, X6,2019,Semi-Auto,1500,Diesel,145,34.9,3
18489,34700,audi, A8,2018,Automatic,15486,Diesel,145,50.4,3
13962,22692,vw, Arteon,2019,Automatic,8988,Petrol,145,48.7,1.5
13208,36440,bmw, M4,2018,Automatic,16000,Petrol,150,34,3
15535,21898,bmw, i3,2017,Automatic,10839,Hybrid,0,470.8,0
14341,11199,vauxhall, Zafira Tourer,2017,Manual,28565,Petrol,145,41.5,1.4
16957,4495,skoda, Roomster,2011,Automatic,56000,Petrol,145,49.6,1.2
15063,7840,hyundi, IX35,2014,Manual,50664,Diesel,145,53.3,1.7
15727,27995,vw, Tiguan Allspace,2019,Semi-Auto,7442,Diesel,145,38.7,2
15299,45990,vw, Caravelle,2019,Semi-Auto,14751,Diesel,145,32.8,2
19240,27798,vw, Arteon,2019,Manual,10,Diesel,145,52.3,2
14625,8790,hyundi, IX20,2016,Manual,20063,Petrol,125,50.4,1.4
19164,11400,vauxhall, Zafira Tourer,2017,Manual,8131,Petrol,145,41.5,1.4
15249,12500,vw, Scirocco,2015,Automatic,47313,Diesel,30,57.6,2
15546,27950,bmw, Z4,2019,Semi-Auto,8998,Petrol,145,38.7,2
16068,33000,merc, X-CLASS,2018,Automatic,14500,Diesel,260,35.8,2.3
17727,56000,bmw, X6,2020,Automatic,7486,Diesel,145,34.9,3
15081,7999,vauxhall, GTC,2015,Manual,36429,Petrol,160,44.8,1.6
19479,24000,ford, Puma,2019,Manual,2000,Petrol,145,50.4,1
19269,82099,merc, S Class,2018,Automatic,1952,Petrol,145,34,4
12117,10499,ford, Grand C-MAX,2017,Semi-Auto,10295,Diesel,30,58.9,1.5
15311,18498,ford, Tourneo Custom,2015,Manual,13016,Diesel,235,42.2,2.2
13964,11495,vw, Beetle,2014,Manual,11000,Diesel,30,65.7,1.6
18672,27499,ford, Edge,2019,Automatic,1657,Diesel,145,40.4,2
17258,17500,toyota, GT86,2016,Manual,14000,Petrol,260,36.2,2
15866,42000,merc, CLS Class,2019,Semi-Auto,12000,Diesel,145,47.9,2.9
14422,34500,audi, A8,2018,Semi-Auto,12640,Diesel,150,50.4,3
13382,36990,vw, Amarok,2019,Automatic,12500,Diesel,260,36.2,3
16509,9000,skoda, Yeti,2014,Semi-Auto,38000,Petrol,160,44.8,1.2
15976,13000,vw, CC,2016,Manual,19000,Diesel,30,62.8,2
14216,17800,ford, Edge,2016,Manual,29808,Diesel,160,48.7,2
14127,12200,vauxhall, Zafira Tourer,2017,Manual,16107,Petrol,145,41.5,1.4
17994,29980,bmw, Z4,2019,Semi-Auto,1817,Petrol,145,38.7,2
12206,15999,vauxhall, Combo Life,2019,Manual,14500,Diesel,145,53.3,1.5
15412,27990,vw, Amarok,2019,Automatic,19841,Diesel,265,33.6,3
19259,19498,vw, Shuttle,2018,Manual,30803,Diesel,145,47.1,2
15862,21197,ford, Edge,2017,Automatic,10088,Diesel,145,48.7,2
12035,27999,toyota, Prius,2019,Automatic,3650,Hybrid,140,217.3,1.8
15878,15899,skoda, Scala,2019,Automatic,6000,Petrol,145,47.1,1
12267,3495,bmw, Z4,2003,Automatic,70000,Petrol,325,29.7,3
12903,31995,vw, Amarok,2019,Automatic,2569,Diesel,260,33.6,3
13032,18990,hyundi, Santa Fe,2017,Manual,19049,Diesel,200,47.1,2.2
13253,37970,audi, A8,2018,Semi-Auto,7500,Diesel,145,50.4,3
15957,25991,merc, S Class,2014,Automatic,31385,Diesel,200,48.7,3
18244,11470,hyundi, I40,2017,Manual,14799,Diesel,150,67.3,1.7
16187,19950,merc, V Class,2019,Manual,20981,Diesel,145,46.3,2.1
12737,15794,hyundi, I800,2018,Automatic,35460,Diesel,145,28,2.5
16398,11495,ford, Tourneo Connect,2015,Automatic,15518,Petrol,260,35.3,1.6
12565,20000,ford, Tourneo Custom,2017,Manual,36000,Diesel,145,44.8,2
12803,21000,hyundi, I40,2019,Semi-Auto,1000,Diesel,145,53.3,1.6
15438,51990,audi, Q8,2019,Automatic,10000,Diesel,145,33.6,3
19310,5750,toyota, Prius,2009,Automatic,40954,Hybrid,10,65.7,1.5
13696,24990,toyota, GT86,2020,Manual,339,Petrol,145,33.2,2
18324,25695,ford, Puma,2019,Manual,3021,Petrol,145,50.4,1
17768,9998,hyundi, IX20,2017,Manual,9604,Petrol,145,50.4,1.4
15364,31990,vw, Tiguan Allspace,2019,Semi-Auto,13108,Petrol,150,30.7,2
12512,15485,skoda, Scala,2019,Manual,451,Diesel,145,57.7,1.6
12636,9998,ford, Grand C-MAX,2016,Manual,39460,Diesel,30,64.2,1.5
19340,25480,merc, CLA Class,2019,Automatic,14024,Diesel,145,51.4,2.1
19541,8990,skoda, Yeti,2013,Semi-Auto,46569,Petrol,165,44.1,1.2
18706,8998,vauxhall, GTC,2015,Manual,25100,Petrol,160,47.1,1.4
17749,6995,skoda, Rapid,2016,Manual,42379,Petrol,20,60.1,1.2
12486,14298,vauxhall, Combo Life,2019,Manual,6797,Diesel,145,53.3,1.5
17407,6200,ford, KA,2015,Manual,15850,Petrol,30,57.7,1.2
18439,18290,ford, Galaxy,2018,Automatic,28425,Diesel,145,52.3,2
17728,28991,vw, Amarok,2019,Automatic,18000,Diesel,265,28.3,3
12847,29888,audi, RS3,2016,Semi-Auto,29920,Petrol,300,34.9,2.5
13815,29889,bmw, X6,2015,Automatic,31100,Diesel,205,44.8,3
17939,12999,ford, Grand C-MAX,2018,Automatic,18961,Diesel,145,58.9,1.5
14338,16770,merc, M Class,2013,Semi-Auto,41366,Diesel,300,39.2,3
15778,31000,vw, Arteon,2019,Semi-Auto,1500,Petrol,145,32.8,2
14713,17591,audi, A8,2015,Automatic,40275,Diesel,200,47.9,3
18991,14000,ford, Grand C-MAX,2018,Manual,18614,Petrol,145,54.3,1
14443,10460,skoda, Yeti,2016,Manual,52968,Petrol,125,51.4,1.2
17875,19970,ford, Puma,2020,Manual,2075,Petrol,145,50.4,1
13388,24750,vw, Arteon,2019,Manual,50,Diesel,145,52.3,2
12941,17495,ford, Tourneo Custom,2018,Manual,30732,Diesel,145,32.5,2
17202,8499,bmw, 6 Series,2008,Automatic,94000,Diesel,305,39.2,3
15999,30990,bmw, M4,2016,Semi-Auto,27523,Petrol,300,34,3
13497,15980,skoda, Scala,2020,Manual,100,Petrol,150,50.4,1
17744,38990,merc, GLB Class,2020,Semi-Auto,50,Diesel,145,44.8,2
14164,31450,bmw, Z4,2019,Semi-Auto,8626,Petrol,145,38.7,2
14022,24999,merc, GL Class,2017,Automatic,25462,Diesel,145,56.5,2.1
15817,33542,bmw, X6,2017,Semi-Auto,16867,Diesel,145,47.1,3
12479,35985,hyundi, Santa Fe,2019,Automatic,100,Diesel,145,39.2,2.2
19566,18290,ford, Galaxy,2016,Manual,10128,Diesel,125,56.5,2
15570,14750,vauxhall, Combo Life,2019,Manual,4528,Petrol,145,42.2,1.2
13579,30000,merc, X-CLASS,2019,Automatic,10000,Diesel,260,35.8,2.3
12943,7799,hyundi, IX35,2011,Automatic,48528,Diesel,300,39.2,2
14823,4745,ford, KA,2015,Manual,17328,Petrol,30,57.7,1.2
16499,49490,bmw, M4,2020,Semi-Auto,7,Petrol,145,32.5,3
16148,68522,bmw, X6,2019,Semi-Auto,11330,Diesel,145,33.2,3
12899,18295,skoda, Scala,2019,Automatic,5697,Diesel,145,54.3,1.6
12288,31026,merc, CLS Class,2018,Automatic,17663,Diesel,145,48.7,2.9
17446,18295,merc, GL Class,2016,Automatic,17909,Petrol,145,50.4,1.6
12756,12995,merc, S Class,2012,Automatic,72700,Diesel,235,41.5,3
17559,46998,merc, GLS Class,2018,Semi-Auto,9182,Diesel,145,37.2,3
15251,8750,hyundi, IX20,2017,Manual,13675,Diesel,145,64.2,1.6
13512,24999,bmw, X4,2016,Automatic,28466,Diesel,200,47.9,3
18886,7484,hyundi, IX20,2016,Manual,53220,Petrol,125,50.4,1.4
18515,8495,vauxhall, Antara,2013,Manual,45000,Diesel,235,44.1,2.2
18635,17699,merc, GL Class,2018,Manual,25458,Petrol,145,48.7,1.6
12148,8650,hyundi, IX20,2017,Manual,37682,Diesel,30,64.2,1.6
13198,29998,bmw, M4,2016,Semi-Auto,34209,Petrol,300,34,3
16445,23995,toyota, GT86,2019,Manual,1557,Petrol,150,33.2,2
13894,1395,vauxhall, Agila,2004,Manual,62000,Petrol,145,43.5,1
17347,26000,audi, A8,2016,Semi-Auto,25691,Diesel,200,47.9,3
14898,119995,audi, R8,2019,Semi-Auto,7800,Petrol,145,21.4,5.2
16911,39995,audi, RS3,2018,Semi-Auto,5431,Petrol,145,34,2.5
19108,15316,audi, A8,2013,Automatic,43903,Diesel,235,44.1,3
13635,22480,hyundi, Santa Fe,2017,Semi-Auto,26551,Diesel,150,42.8,2.2
16770,35995,bmw, Z4,2019,Semi-Auto,1501,Petrol,145,37.2,2
18249,20500,merc, M Class,2015,Automatic,44529,Diesel,205,39.2,2.1
14112,17100,merc, CLS Class,2015,Automatic,34063,Diesel,145,56.5,2.1
18245,8000,ford, KA,2017,Manual,12950,Petrol,145,57.7,1.2
15119,15400,toyota, Verso,2017,Automatic,31556,Petrol,160,43.5,1.8
16857,19749,merc, CLS Class,2016,Semi-Auto,35825,Diesel,125,57.7,2.1
16590,15000,vauxhall, Combo Life,2018,Manual,13720,Diesel,145,53.3,1.5
12908,22000,ford, Galaxy,2018,Automatic,9041,Diesel,145,53.3,2
14610,54945,audi, R8,2015,Automatic,23924,Petrol,570,22.8,4.2
15949,15995,skoda, Scala,2019,Manual,849,Petrol,145,49.6,1
18028,49980,merc, S Class,2018,Automatic,17587,Petrol,145,40.9,3
15828,59990,audi, RS4,2019,Automatic,5121,Petrol,145,29.1,2.9
16988,34442,bmw, 6 Series,2019,Semi-Auto,16935,Diesel,145,47.9,3
15267,19495,hyundi, Santa Fe,2017,Manual,26711,Diesel,200,47.1,2.2
18353,17495,skoda, Kamiq,2019,Manual,1500,Petrol,145,47.9,1
15181,20480,merc, CLA Class,2017,Automatic,31949,Diesel,150,58.9,2.1
16492,17995,merc, M Class,2014,Semi-Auto,43729,Diesel,300,39.2,3
14725,15200,merc, M Class,2013,Semi-Auto,61363,Diesel,200,44.8,2.1
18593,18498,skoda, Scala,2019,Semi-Auto,15,Diesel,145,54.3,1.6
19279,15950,vauxhall, Combo Life,2019,Automatic,2592,Diesel,145,50.4,1.5
15136,9289,hyundi, IX35,2014,Manual,21187,Petrol,200,41.5,1.6
13010,8850,skoda, Rapid,2017,Manual,18024,Diesel,0,74.3,1.6
18612,13995,vw, Scirocco,2015,Manual,54045,Diesel,30,53.3,2
16411,23495,vw, Tiguan Allspace,2019,Manual,9000,Petrol,145,46.3,2
17651,20388,toyota, Hilux,2017,Manual,85141,Diesel,260,40.4,2.4
16594,22503,skoda, Kamiq,2019,Manual,1510,Petrol,145,47.1,1
19067,21550,vw, Arteon,2017,Semi-Auto,23559,Petrol,145,47.1,2
12406,9000,merc, M Class,2010,Automatic,92000,Diesel,555,32.5,3
12074,26499,merc, GL Class,2017,Automatic,8442,Diesel,145,56.5,2.1
17848,16995,hyundi, I800,2018,Automatic,31360,Diesel,145,28,2.5
17085,29995,vw, Arteon,2019,Semi-Auto,5021,Diesel,145,44.1,2
16544,22450,ford, Edge,2017,Semi-Auto,29000,Diesel,150,47.9,2
14839,10979,ford, Grand C-MAX,2017,Manual,36730,Petrol,30,54.3,1
18071,8300,hyundi, IX35,2014,Manual,42630,Diesel,145,53.3,1.7
17553,9495,vw, Scirocco,2013,Manual,66000,Diesel,30,62.8,2
17466,6850,merc, SLK,2006,Automatic,65000,Petrol,565,28,3.5
17062,26995,bmw, X4,2017,Semi-Auto,25350,Diesel,200,47.9,3
12976,16999,skoda, Kamiq,2019,Manual,4259,Petrol,145,47.9,1
17244,22500,skoda, Scala,2020,Semi-Auto,3000,Petrol,150,44.8,1.5
15804,7998,hyundi, IX20,2016,Manual,20760,Petrol,125,50.4,1.4
16219,4499,ford, KA,2014,Manual,21303,Petrol,30,57.7,1.2
13667,16299,merc, GL Class,2016,Manual,9780,Diesel,20,67.3,2.1
17537,135000,audi, R8,2019,Automatic,1000,Petrol,145,32.8,5.2
17357,71000,bmw, X7,2019,Semi-Auto,5665,Diesel,145,31.4,3
18418,18990,skoda, Kamiq,2019,Semi-Auto,2442,Petrol,145,44.1,1.5
17802,50995,vw, Caravelle,2020,Semi-Auto,5000,Diesel,145,34,2
16897,45480,merc, V Class,2019,Semi-Auto,236,Diesel,145,36.2,2
14785,12799,vw, Scirocco,2015,Manual,27148,Diesel,30,53.3,2
16275,27950,vw, Shuttle,2019,Semi-Auto,14818,Diesel,145,32.8,2
18189,19895,skoda, Kamiq,2019,Manual,2385,Petrol,145,47.9,1
14956,14495,toyota, Avensis,2016,Automatic,17781,Petrol,165,47.1,1.8
13699,14991,merc, CLA Class,2016,Manual,48292,Petrol,125,51.4,1.6
12787,23495,ford, Edge,2018,Semi-Auto,25270,Diesel,150,47.9,2
18957,55990,audi, RS5,2019,Automatic,7800,Petrol,145,29.7,2.9
15556,10999,ford, KA,2019,Manual,2889,Petrol,145,43.5,1.2
12400,18250,ford, Galaxy,2016,Manual,40080,Diesel,125,56.5,2
16304,11575,toyota, GT86,2013,Manual,50584,Petrol,265,36.2,2
12975,14736,vw, Scirocco,2017,Automatic,22989,Petrol,160,44.1,2
17608,8780,hyundi, IX20,2017,Manual,15956,Petrol,145,50.4,1.4
15141,29750,bmw, M3,2015,Automatic,42000,Petrol,300,34,3
13270,11998,merc, CLS Class,2013,Semi-Auto,60090,Diesel,200,46.3,3
18012,2299,ford, Fusion,2007,Manual,62233,Petrol,200,42.8,1.6
17906,6895,vw, CC,2012,Manual,84303,Diesel,30,60.1,2
17307,11160,toyota, Prius,2014,Automatic,51141,Hybrid,0,72.4,1.8
18054,16994,vw, Caddy Maxi Life,2017,Semi-Auto,32110,Diesel,145,54.3,2
19256,25995,vw, Caddy Maxi Life,2020,Semi-Auto,5000,Diesel,145,46.3,2
16971,21836,audi, A7,2015,Automatic,17078,Diesel,160,52.3,3
18683,35000,merc, GL Class,2016,Automatic,18091,Diesel,330,36.2,3
12079,12750,skoda, Yeti,2014,Semi-Auto,28095,Diesel,205,44.8,2
14980,29000,ford, Mustang,2018,Automatic,11475,Petrol,145,28.8,2.3
14935,6750,merc, M Class,2007,Automatic,67000,Diesel,555,28.8,3
19526,14991,vw, Caddy Maxi Life,2018,Automatic,40604,Diesel,145,56.5,2
15088,20998,merc, V Class,2018,Manual,14453,Diesel,145,46.3,2.1
16657,6999,vauxhall, Antara,2015,Manual,37617,Diesel,240,44.1,2.2
15351,10247,hyundi, IX20,2017,Manual,4817,Petrol,125,50.4,1.4
16849,3999,ford, KA,2014,Manual,61008,Petrol,30,57.7,1.2
16844,17495,skoda, Scala,2019,Semi-Auto,2742,Petrol,145,45.6,1.5
12514,9139,hyundi, IX35,2014,Manual,37095,Diesel,145,53.3,1.7
18785,17733,hyundi, Santa Fe,2016,Automatic,23656,Diesel,235,42.8,2.2
15153,7850,vauxhall, Antara,2012,Manual,35100,Diesel,230,44.1,2.2
16624,37991,bmw, M3,2018,Manual,18311,Petrol,150,32.1,3
17829,16790,vw, Shuttle,2014,Manual,37158,Diesel,260,40.4,2
13939,12498,hyundi, Santa Fe,2013,Automatic,38602,Diesel,260,41.5,2.2
15018,16499,merc, GL Class,2015,Automatic,49838,Diesel,125,55.4,2.1
18253,39498,toyota, Land Cruiser,2019,Semi-Auto,11712,Diesel,145,30.1,2.8
14736,24995,vw, Amarok,2018,Automatic,54000,Diesel,260,36.2,3
15294,24989,vw, Tiguan Allspace,2019,Semi-Auto,8268,Petrol,145,35.8,1.5
18766,16799,vauxhall, Combo Life,2019,Automatic,6991,Diesel,145,50.4,1.5
17851,22760,vw, Arteon,2019,Automatic,10000,Diesel,145,50.4,2
15174,3691,ford, KA,2013,Manual,33735,Petrol,30,57.7,1.2
12871,10695,hyundi, I40,2016,Semi-Auto,27000,Diesel,125,56.5,1.7
12353,19990,toyota, Prius,2016,Automatic,9320,Hybrid,0,94.1,1.8
15823,16390,vauxhall, Combo Life,2020,Manual,346,Petrol,145,42.2,1.2
14334,9990,vw, Jetta,2015,Manual,26403,Diesel,20,67.3,2
12886,49995,audi, A8,2018,Automatic,20360,Diesel,145,50.4,3
13515,5500,hyundi, I40,2015,Manual,101500,Diesel,20,67.3,1.7
18813,19990,merc, S Class,1998,Automatic,43534,Petrol,265,23.3,6
12890,19000,hyundi, Santa Fe,2015,Automatic,28700,Diesel,260,42.2,2.2
16000,26980,bmw, X6,2015,Semi-Auto,51447,Diesel,205,47.1,3
17436,57800,bmw, M4,2019,Automatic,99,Petrol,145,34,3
14487,23595,bmw, 6 Series,2016,Semi-Auto,24600,Diesel,160,51.4,3
17918,14499,vauxhall, Combo Life,2019,Manual,3823,Petrol,145,42.2,1.2
18134,10250,skoda, Rapid,2018,Manual,15398,Petrol,150,62.8,1
18696,44980,merc, S Class,2019,Semi-Auto,8333,Diesel,145,52.3,3
13099,19499,ford, Galaxy,2017,Manual,29850,Diesel,125,56.5,2
14197,13995,skoda, Yeti,2017,Semi-Auto,17257,Petrol,150,51.4,1.2
14675,55489,bmw, 7 Series,2020,Semi-Auto,10300,Diesel,145,41.5,3
16359,31000,bmw, M2,2016,Semi-Auto,14712,Petrol,260,35.8,3
12492,1999,vauxhall, Agila,2008,Manual,63000,Petrol,145,51.4,1.2
12316,16999,toyota, Prius,2016,Automatic,46994,Hybrid,0,85.6,1.8
16519,17999,audi, A7,2014,Semi-Auto,44247,Diesel,235,44.8,3
12340,9445,skoda, Rapid,2017,Semi-Auto,25274,Diesel,0,74.3,1.4
13555,10610,hyundi, I40,2016,Manual,45142,Diesel,30,65.7,1.7
16059,27766,vw, Tiguan Allspace,2019,Automatic,4181,Petrol,145,35.8,1.5
17323,20495,skoda, Kamiq,2019,Manual,2883,Petrol,145,47.1,1
16366,29890,bmw, X6,2016,Semi-Auto,27838,Diesel,200,47.1,3
16421,81900,merc, S Class,2019,Automatic,21442,Petrol,145,32.1,4
19531,28000,ford, Mustang,2017,Semi-Auto,8470,Petrol,570,23.5,5
19457,16917,merc, GL Class,2016,Automatic,29834,Diesel,30,64.2,2.1
16177,74988,bmw, M5,2019,Automatic,2684,Petrol,145,24.1,4.4
17635,11000,hyundi, IX35,2014,Manual,31000,Diesel,160,51.4,2
15508,41990,audi, RS3,2020,Automatic,415,Petrol,145,29.7,2.5
14145,7880,hyundi, I40,2014,Manual,66600,Diesel,150,55.4,1.7
19270,11120,hyundi, I40,2017,Manual,30043,Diesel,145,65.7,1.7
18841,44950,audi, A8,2019,Automatic,8076,Petrol,145,28.8,3
12743,20750,ford, Galaxy,2018,Manual,17003,Diesel,145,56.5,2
15048,9999,skoda, Yeti,2016,Manual,45000,Petrol,125,51.4,1.2
13435,19699,bmw, M3,2013,Automatic,58125,Petrol,570,25.2,4
16767,19995,ford, Galaxy,2017,Manual,20488,Diesel,125,56.5,2
17117,5990,skoda, Rapid,2014,Manual,59682,Diesel,20,72.4,1.6
14337,17720,ford, Galaxy,2017,Semi-Auto,32582,Diesel,145,52.3,2
18967,43995,hyundi, Santa Fe,2020,Semi-Auto,10,Diesel,145,39.2,2.2
19495,19840,ford, Galaxy,2017,Semi-Auto,28613,Diesel,145,52.3,2
14408,21488,audi, A7,2015,Semi-Auto,34995,Diesel,165,52.3,3
14325,52950,audi, RS6,2016,Automatic,27000,Petrol,325,29.4,4
13912,19500,audi, A7,2014,Automatic,55774,Diesel,235,44.8,3
15262,19900,ford, Galaxy,2017,Manual,11111,Diesel,125,56.5,2
15737,28495,toyota, Camry,2019,Automatic,4998,Hybrid,140,52.3,2.5
15023,27999,vw, Arteon,2019,Automatic,3852,Diesel,145,50.4,2
17631,12195,ford, Grand C-MAX,2016,Automatic,8000,Diesel,30,58.9,1.5
18987,52495,bmw, i8,2017,Automatic,17580,Hybrid,0,134.5,1.5
15384,33790,vw, Tiguan Allspace,2019,Semi-Auto,5000,Diesel,145,38.7,2
12363,22995,merc, CLS Class,2017,Semi-Auto,21218,Diesel,150,56.5,2.1
15058,30795,merc, S Class,2017,Automatic,35980,Diesel,160,52.3,3
17020,4750,ford, Fusion,2010,Automatic,26588,Petrol,260,37.7,1.6
12770,23750,toyota, Prius,2019,Automatic,6451,Other,135,61.4,1.8
18615,11300,vauxhall, Vivaro,2015,Manual,59204,Diesel,235,42.8,1.6
16617,32450,hyundi, Santa Fe,2019,Automatic,2130,Diesel,145,42.8,2.2
19052,28980,merc, S Class,2016,Semi-Auto,46000,Diesel,160,50.4,3
14149,19990,skoda, Kamiq,2019,Manual,2500,Petrol,145,47.1,1
14680,35000,merc, V Class,2018,Automatic,8900,Diesel,145,45.6,2.1
12209,17169,skoda, Kamiq,2019,Manual,2300,Petrol,145,47.9,1
12147,33000,audi, RS3,2016,Automatic,36123,Petrol,305,34.9,2.5
15859,67940,bmw, i8,2019,Automatic,1110,Hybrid,135,141.2,1.5
14235,18995,toyota, Prius,2017,Automatic,15000,Hybrid,0,94.1,1.8
17699,27499,vw, Arteon,2019,Semi-Auto,10951,Petrol,150,32.8,2
15237,34500,vw, Arteon,2020,Semi-Auto,4000,Diesel,145,50.4,2
13102,15100,merc, SLK,2016,Automatic,41509,Diesel,30,70.6,2.1
18258,10298,vw, CC,2014,Semi-Auto,46961,Diesel,145,53.3,2
18584,14990,vauxhall, Combo Life,2019,Manual,2500,Petrol,145,42.2,1.2
17946,23000,ford, Puma,2019,Manual,4741,Petrol,145,50.4,1
19212,8990,skoda, Rapid,2017,Manual,42536,Petrol,145,61.4,1
12190,9498,skoda, Rapid,2019,Manual,14837,Petrol,145,58.9,1
15530,28496,vw, Arteon,2019,Semi-Auto,1522,Petrol,145,47.1,2
13348,20999,skoda, Kamiq,2020,Semi-Auto,1000,Diesel,145,52.3,1.6
13344,16498,merc, CLS Class,2015,Semi-Auto,39858,Diesel,125,56.5,2.1
16119,54995,bmw, X6,2019,Semi-Auto,3455,Diesel,145,34.9,3
16340,16270,vauxhall, Combo Life,2019,Manual,3294,Diesel,145,53.3,1.5
16317,17998,ford, Grand Tourneo Connect,2019,Manual,1144,Diesel,145,61.4,1.5
13808,26995,vw, Arteon,2019,Automatic,4250,Diesel,145,50.4,2
18520,13995,skoda, Scala,2019,Manual,7550,Petrol,145,49.6,1
14615,8998,hyundi, IX20,2016,Automatic,22978,Petrol,160,43.5,1.6
13434,57000,bmw, X6,2019,Automatic,8480,Diesel,150,34.9,3
16191,11493,merc, CLA Class,2015,Manual,120000,Diesel,20,65.7,2.1
13440,8495,skoda, Yeti,2014,Semi-Auto,57737,Petrol,165,44.8,1.2
16417,10268,skoda, Rapid,2018,Manual,18428,Petrol,145,61.4,1
18030,51995,toyota, Supra,2019,Semi-Auto,250,Petrol,145,34.5,3
17566,16000,toyota, GT86,2016,Manual,24089,Petrol,265,36.2,2
15291,2650,ford, KA,2011,Manual,30475,Petrol,30,57.7,1.2
12023,10990,skoda, Rapid,2017,Manual,8706,Petrol,150,61.4,1
19192,11490,vw, Scirocco,2016,Manual,32608,Petrol,125,37.2,1.4
17603,23499,vw, Caravelle,2015,Automatic,60718,Diesel,325,36.7,2
15424,19916,bmw, 6 Series,2016,Automatic,43525,Diesel,160,51.4,3
19547,10900,merc, SLK,2013,Automatic,73000,Diesel,150,56.5,2.1
16223,5995,toyota, IQ,2011,Automatic,29000,Petrol,20,58.9,1
14616,112990,audi, R8,2019,Automatic,8175,Petrol,145,21.6,5.2
14888,33695,hyundi, Santa Fe,2019,Semi-Auto,1785,Diesel,145,39.2,2.2
16996,3295,ford, KA,2012,Manual,45500,Petrol,30,57.7,1.2
16074,16995,vw, Scirocco,2017,Semi-Auto,25514,Diesel,150,57.6,2
15010,26995,toyota, GT86,2020,Semi-Auto,1500,Petrol,145,32.8,2
12729,10999,vauxhall, GTC,2016,Manual,15000,Petrol,165,44.8,1.6
18598,18944,merc, CLA Class,2017,Automatic,39950,Diesel,20,67.3,2.1
13385,13762,vauxhall, GTC,2015,Manual,32910,Petrol,260,36.2,2
15784,31990,bmw, Z4,2019,Automatic,11223,Petrol,145,37.2,2
12676,28950,bmw, X6,2016,Semi-Auto,31585,Diesel,200,47.1,3
14992,24750,merc, V Class,2019,Automatic,19735,Diesel,145,48.7,2.1
12534,17000,toyota, Prius,2016,Automatic,40794,Hybrid,0,85.6,1.8
15854,19998,toyota, Prius,2017,Automatic,13476,Hybrid,140,235,1.8
14016,11900,vauxhall, Zafira Tourer,2017,Automatic,21227,Petrol,200,40.9,1.4
17672,8995,hyundi, IX20,2017,Automatic,31406,Petrol,145,43.5,1.6
17262,21995,ford, Edge,2017,Automatic,23400,Diesel,150,47.9,2
18360,11450,vw, CC,2015,Semi-Auto,36040,Petrol,125,50.4,1.4
16321,8390,skoda, Rapid,2017,Manual,36562,Diesel,150,74.3,1.4
16257,21689,skoda, Kamiq,2019,Semi-Auto,50,Petrol,145,44.1,1.5
19057,21999,vw, Caddy Maxi Life,2019,Automatic,100,Diesel,145,46.3,2
